school_no, longitude, latitude, person, sa2_name_2016, sa4_name_2016, mb_category_name_2016, sa3_name_2016, mb_code_2016, Connectivity, Area, Connections, LUM_Residential, LUM_Parkland, LUM_Education, LUM_Commercial, LUM_Industrial, LUM_Hospital/Medical, LUM_Transport, LandUseMixMeasure, AverageDensity, Connectivity_ZScore, AverageDensity_ZScore, LandUseMixMeasure_ZScore, SumZScore
2107,144.9052,-37.86318,10,"Williamstown","Melbourne - West","Industrial","Hobsons Bay","20285521000",88.7996366455328,529281.4450087551,47,306645.08432474086,57625.28984903671,20794.25573177117,10666.99984856695,112374.08198756157,0.0,10188.299627520784,0.6024842713917327,44.097983369085235,-0.40331701209183524,-0.5428883965763496,1.2640076199739847,0.3178022113057999
2105,145.03148,-37.80222,159,"Kew","Melbourne - Inner East","Residential","Boroondara","20074630000",62.17127319350058,739891.5550085416,46,651184.3494020149,0.0,14168.676855461264,66696.23724532434,0.0,7842.291505612433,0.0,0.23292772108326792,49.03369689120185,-0.9817003901257731,-0.42491543032598916,-0.935294919348366,-2.341910739800128
2100,144.98926,-37.81954,7,"East Melbourne","Melbourne - Inner","Parkland","Melbourne City","20668110000",182.78996643788395,815143.2100111112,149,376741.00445941795,332142.0932817075,0.0,79710.23187483012,0.0,12820.509046514519,13729.371348858345,0.5570531450627451,85.93552859270011,1.6382070397242412,0.45710872411286657,0.9936381963601495,3.088953960197257
2079,144.95494,-37.80384,49,"North Melbourne","Melbourne - Inner","Commercial","Melbourne City","20398673000",239.93985261219254,812703.6750129731,195,203782.2259093019,11139.459582880543,3624.361158841695,567082.3227495549,0.0,27075.305612296932,0.0,0.40815373129851823,152.36561254931576,2.879535455542788,2.0449144218109883,0.10750897331719748,5.031958850670974
2077,145.02567,-37.88817,114,"Caulfield - South","Melbourne - Inner South","Residential","Glen Eira","20192220000",68.35348507909836,599823.1100075581,41,518562.94531238003,0.0,5000.760454316158,59868.887608722434,0.0,7518.533329227939,7879.440811558394,0.2604244996135388,46.30865206536685,-0.8474191902858064,-0.49004919869168,-0.771656269744314,-2.1091246587218
2072,144.9771,-37.83359,0,"South Yarra - West","Melbourne - Inner","Education","Melbourne City","20400190000",186.47366847268125,681061.3050099658,127,180731.39766576313,401813.3022148489,67037.1335884741,31479.47154088001,0.0,0.0,0.0,0.5311958564204097,107.73668865839304,1.7182191677844039,0.9781980274372928,0.8397564683171419,3.5361736635388388
2047,144.98277,-37.77883,0,"Fitzroy North","Melbourne - Inner","Education","Yarra","20636600000",95.20165896524658,693265.2300113103,66,586954.8879056245,44598.025087265836,15206.238313056321,46506.07870544559,0.0,0.0,0.0,0.29933078926456025,73.98154155274607,-0.26426140312829854,0.1713856359914599,-0.5401174117436082,-0.6329931788804468
2036,145.00824,-37.81585,11,"Richmond (Vic.)","Melbourne - Inner","Education","Yarra","20643340000",127.10174778422495,763168.1050104254,97,452412.5654621194,8996.331020023208,34550.56969446875,119684.14489975506,147524.49393403548,0.0,0.0,0.5707718076745675,84.14539429550922,0.42862688360173956,0.41432110038231657,1.075280612096263,1.9182285960803191
2024,144.97227,-37.8103,21,"Melbourne","Melbourne - Inner","Commercial","Melbourne City","20394030000",251.63872259357834,770946.5300113185,194,83907.14683864723,124757.5614658003,0.0,517586.37474875135,0.0,44695.4469582485,0.0,0.49781768689766176,325.60500018085963,3.1336416439010275,6.18566617709618,0.6411165228797306,9.960424343876937
2019,144.98349,-37.87323,0,"Elwood","Melbourne - Inner","Education","Port Phillip","20528520000",86.31124793157359,637228.6500086671,55,553971.3029686412,53018.94966972238,6254.04858189635,23984.348788458272,0.0,0.0,0.0,0.2556274277476279,90.96328207390715,-0.4573662469550245,0.5772816209181112,-0.8002045726419449,-0.6802891986788582
2016,144.9686,-37.81069,3,"Melbourne","Melbourne - Inner","Commercial","Melbourne City","20393841000",264.7710744577863,766700.0650116908,203,88485.2930870384,7632.369408567727,15914.083977637172,654668.3185384708,0.0,0.0,0.0,0.2622958558741787,362.9313734011163,3.418883883681678,7.07783768349133,-0.7605194665336369,9.736202100639371
2010,144.94273,-37.74119,0,"Pascoe Vale South","Melbourne - Inner","Education","Brunswick - Coburg","20466830000",58.68296912494362,766832.365011886,45,731603.2031153848,0.0,10683.67131836433,24545.490578248864,0.0,0.0,0.0,0.11027014413942816,36.20717059781797,-1.057468361913297,-0.7314938706544765,-1.665253893731439,-3.4542161262992126
1999,144.99768,-37.83762,0,"South Yarra - East","Melbourne - Inner","Commercial","Stonnington - West","20549132000",186.99418261869573,497341.675006214,93,241211.68649535126,55683.58934867056,11332.650996720418,178622.85318222526,0.0,0.0,10490.89498328243,0.5814458662831679,153.0655999971844,1.7295250345767292,2.061645456785577,1.1388040002845543,4.929974491646861
1997,144.96716,-37.80142,5,"Carlton","Melbourne - Inner","Commercial","Melbourne City","20399960000",222.7170602552528,826160.3300129782,184,255839.83233734724,141360.72653784172,84504.66069549162,326667.51242610055,0.0,17787.59801628301,0.0,0.6926414775425916,150.9912902479248,2.505446494329377,2.012065497789648,1.8005505990127495,6.318062591131774
1981,145.04517,-37.84322,0,"Hawthorn East","Melbourne - Inner East","Commercial","Boroondara","20071601000",90.97522073663517,307776.1150045176,28,91311.7331648618,53342.30936402455,0.0,146200.81271651783,0.0,0.0,15219.858152177956,0.5999706995497798,46.52961595272934,-0.35606207364714276,-0.48476774037576376,1.2490488675715123,0.4082190535486059
1972,145.03622,-37.73395,3,"Preston - East","Melbourne - North East","Education","Darebin - North","20154500000",106.55762310356346,328460.78000429366,35,179183.07859629503,89121.7244693596,31458.54603420873,0.0,13336.666091759653,0.0,0.0,0.5356713872215431,54.049990298102585,-0.01760332701394724,-0.30501645115257353,0.8663912181207435,0.5437714399542227
1952,145.03133,-37.82708,0,"Hawthorn","Melbourne - Inner East","Education","Boroondara","20067490000",66.80170161778925,568847.7850073302,38,517853.8423441791,18796.408414598554,15259.503464941168,11930.608549449293,0.0,5007.422234125435,0.0,0.21478490682732992,83.33626088386426,-0.8811248200721035,0.39498126871739137,-1.0432663175829062,-1.5294098689376183
1941,144.9548,-37.83616,61,"South Melbourne","Melbourne - Inner","Residential","Port Phillip","20532510000",149.82155129348988,800952.8600122984,120,602422.9467694534,65061.77039632946,11566.442837065086,95832.66189265074,12612.337072151193,0.0,13456.701044638641,0.445765053271893,56.53025218603911,0.9221140904151605,-0.245733461836753,0.33134122809463074,1.0077218566730384
1924,145.03616,-37.78043,0,"Yarra - North","Melbourne - Inner","Education","Yarra","20639390000",82.40583588019709,400457.07500590035,33,347752.6572238359,33222.3978127133,19482.01996933247,0.0,0.0,0.0,0.0,0.24468646710164652,30.344042589727103,-0.5421940441630126,-0.8716338118242032,-0.8653163464996891,-2.279144202486905
1905,145.00522,-37.80366,66,"Abbotsford","Melbourne - Inner","Education","Yarra","20637690000",131.74359706902118,242896.0550032274,32,65335.687017454264,72260.58455918162,85455.57926210907,0.0,19844.204164455914,0.0,0.0,0.6608888679257923,57.378177794298466,0.5294505213180094,-0.2254664226907897,1.6115846751181553,1.915568773745375
1874,144.96613,-37.73633,0,"Coburg","Melbourne - Inner","Education","Brunswick - Coburg","20471878000",91.83155251353536,598922.6850095273,55,419543.9327472293,31024.311702879262,27383.83835701691,51600.812688401085,68281.99902412621,0.0,0.0,0.5152100146514933,38.46067224807187,-0.3374620546586105,-0.6776308834816457,0.7446216307226321,-0.27047130741762415
1838,145.03604,-37.80551,0,"Kew","Melbourne - Inner East","Education","Boroondara","20075320000",72.82510481018748,672844.8950085877,49,475440.6112748045,46325.387611155515,36550.03225351491,114528.86386915075,0.0,0.0,0.0,0.4569825160969579,51.114516381791866,-0.7502930364382573,-0.3751798760973076,0.398098519922707,-0.727374392612858
1819,144.97981,-37.78917,82,"Fitzroy North","Melbourne - Inner","Residential","Yarra","20636410000",159.72589369707927,863980.1400123482,138,598566.1195423089,185045.31549789401,18102.24606335722,36332.014849271654,0.0,0.0,25934.444059734058,0.46445677764231363,74.1881821687159,1.137242107084755,0.1763247408046802,0.4425792966334419,1.756146144522877
1788,144.99873,-37.74725,0,"Preston - East","Melbourne - North East","Education","Darebin - North","20153680000",104.74310087977689,210037.70000328124,22,83892.30323451757,35247.39531581104,12257.084498954937,22880.403080880293,31246.363760512962,0.0,24514.150112607982,0.8261257575665185,43.14014121168771,-0.057015793919840914,-0.5657826508724076,2.5949413783703243,1.9721429335780758
1773,145.0105,-37.85823,68,"Prahran - Windsor","Melbourne - Inner","Residential","Stonnington - West","20631988020",99.00478561578016,656533.9200092141,65,619714.2159802623,8923.495684378082,7079.076290577155,19884.93042713031,0.0,932.2016267477302,0.0,0.14233473832129676,79.11117731507704,-0.1816553036889191,0.2939937136188259,-1.4744312893217424,-1.3620928793918357
1729,145.0012,-37.88229,85,"Elsternwick","Melbourne - Inner South","Residential","Glen Eira","20190600000",86.17341956586543,533807.2950074883,46,438692.26253700466,11713.640486191027,17145.21803825174,66256.17394575197,0.0,0.0,0.0,0.3157859376217603,45.74975588609116,-0.46035995837445826,-0.5034078832668073,-0.442189639832357,-1.4059574814736227
1647,145.02695,-37.80623,68,"Kew","Melbourne - Inner East","Residential","Boroondara","20075260000",81.89541069276363,634956.2150079648,52,496830.19952815137,2430.2930187974125,0.0,107446.15608586153,0.0,13012.657594885677,15236.90878020972,0.3510183928703373,46.29954945624304,-0.5532807729690533,-0.490266768409643,-0.23251448124004126,-1.2760620226187376
1626,145.04337,-37.84227,0,"Hawthorn East","Melbourne - Inner East","Commercial","Boroondara","20071592000",80.26781221658916,298999.0550040164,24,69658.02163536263,74204.73578948967,1785.6332536465488,128820.23787994192,0.0,0.0,22829.02483864437,0.6560519683029559,46.2556861140542,-0.5886331485075822,-0.4913151859412694,1.582799349532471,0.5028510150836194
1625,144.89796,-37.75662,3,"Essendon - Aberfeldie","Melbourne - Inner","Education","Essendon","20445930000",65.60899092661694,685881.6050125217,45,632307.2295264706,1341.4071589323576,52232.96832682051,0.0,0.0,0.0,0.0,0.14557303049400314,32.180772257705414,-0.9070311826549976,-0.8277324698681735,-1.4551595859990543,-3.1899232385222254
1585,144.89658,-37.75635,3,"Essendon - Aberfeldie","Melbourne - Inner","Education","Essendon","20445930000",64.45446066660801,651622.8600103543,42,587267.6647217044,22466.401738013257,41888.793550760005,0.0,0.0,0.0,0.0,0.19848836182646534,34.495112057009074,-0.9321082443012852,-0.772415334906493,-1.1402502102311798,-2.8447737894389578
1563,144.89104,-37.7669,11,"Maribyrnong","Melbourne - West","Education","Maribyrnong","20376730000",66.0641077360436,423830.7450071503,28,318825.9316690085,86960.221791843,14193.256451889058,0.0,0.0,0.0,0.0,0.333898107846416,43.47779166830667,-0.8971457836476423,-0.557712161014227,-0.3344006101575352,-1.7892585548194044
1561,145.00084,-37.86928,0,"Caulfield - North","Melbourne - Inner South","Education","Glen Eira","20631990800",58.0063404733457,603382.3150088693,35,552823.4393180872,2680.6374193039373,26163.4368397652,17069.801555566024,0.0,4644.999876073423,0.0,0.19458560643289818,84.43547103177521,-1.0721651256062938,0.4212544875945563,-1.163476262753485,-1.8143869007652225
1559,145.02655,-37.82304,0,"Hawthorn","Melbourne - Inner East","Education","Boroondara","20067160000",112.71627313983437,621028.3400087127,70,419109.22023907583,44331.91429724463,9839.418209495168,138174.90675864578,0.0,9572.880503938999,0.0,0.4718529252561044,111.45562930174299,0.11616609589947467,1.0670878013350436,0.4865952022225476,1.6698490994570658
1534,144.88902,-37.74366,0,"Niddrie - Essendon West","Melbourne - North West","Education","Keilor","20454840000",46.72048658989305,321058.30000591045,15,285963.4738110013,2900.180812079925,20492.85316072218,0.0,0.0,0.0,0.0,0.15225522243790063,40.08502362269509,-1.3173003666385628,-0.6388057877708692,-1.4153925687504454,-3.3714987231598776
1533,145.00034,-37.86812,0,"Caulfield - North","Melbourne - Inner South","Education","Glen Eira","20189500000",66.3698273555729,647884.7650097045,43,592176.5445283076,4540.2593028259,26169.481507128367,20860.784681272828,0.0,4137.694990017466,0.0,0.20014658404865365,88.652977299862,-0.890505377578635,0.5220609307554467,-1.1303818089243285,-1.4988262557475167
1516,145.01619,-37.76085,60,"Thornbury","Melbourne - Inner","Residential","Darebin - South","20143410000",51.24898842174883,741478.0500111047,38,735271.1510756158,6206.8989355546655,0.0,0.0,0.0,0.0,0.0,0.02485937890969301,41.88038128300652,-1.218938700828352,-0.5958933157000799,-2.1735498844219845,-3.9883819009504164
1515,145.0082,-37.8839,0,"Elsternwick","Melbourne - Inner South","Education","Glen Eira","20631983460",79.30940172017034,643051.1250096776,51,528253.435013793,23191.5341719687,18676.340442357345,72929.8153817826,0.0,0.0,0.0,0.3242781587743656,51.19840288000346,-0.6094503760274205,-0.3731748288071777,-0.391650788525778,-1.3742759933603763
1513,144.9052,-37.75665,124,"Essendon - Aberfeldie","Melbourne - Inner","Residential","Essendon","20450630000",65.2568848253406,704906.4650131328,46,649572.6503537642,19070.996392170546,27762.302472170442,8500.51579503715,0.0,0.0,0.0,0.18174434447311671,38.64441135701754,-0.914679129801634,-0.6732391683625675,-1.2398970974340708,-2.8278153955982726
1500,145.03412,-37.76306,0,"Ivanhoe","Melbourne - North East","Education","Banyule","20023290000",77.80132996830135,629809.2850079054,49,569127.3178597585,47985.50888897867,5729.764427589049,0.0,0.0,6966.693831691504,0.0,0.1954284791086328,35.271501035394536,-0.6422065623298492,-0.753858157644523,-1.158460164366049,-2.554524884340421
1459,144.97272,-37.74742,96,"Coburg","Melbourne - Inner","Residential","Brunswick - Coburg","20471940000",76.58864006068552,639781.5650098308,49,609988.3477130263,13221.750421719858,10004.532346320571,6566.934529077131,0.0,0.0,0.0,0.12213220083205548,42.04037757036178,-0.6685468849913597,-0.5920690992977773,-1.5946604990699038,-2.8552764833590407
1422,144.92413,-37.74214,3,"Strathmore","Melbourne - North West","Education","Keilor","20447010000",65.9176521047925,561306.4000092009,37,486888.2138150448,29052.03554253262,25607.54290351295,19758.607748000883,0.0,0.0,0.0,0.27508805570142136,30.275223028967844,-0.9003268842394114,-0.8732787305745392,-0.6843906100972115,-2.457996224911162
1415,145.0247,-37.8354,0,"Toorak","Melbourne - Inner","Education","Stonnington - West","20631955270",23.740669085779025,210609.06000307575,5,3512.6667096812744,124649.59216000017,69745.03154192091,0.0,0.0,0.0,12701.769591480494,0.4697283596553827,8.269026795398666,-1.8164352270506676,-1.3992687893428501,0.473951501233554,-2.7417525151599635
1412,144.99261,-37.7341,0,"Preston - West","Melbourne - North East","Education","Darebin - North","20153840000",67.30628597661168,564583.2250082059,38,524966.9201917066,0.0,19794.446639041787,0.0,0.0,0.0,0.0,0.08022959205779867,38.10550489630165,-0.8701649574247229,-0.6861200605410245,-1.8440310319546056,-3.4003160499203533
1368,145.0053,-37.88251,0,"Elsternwick","Melbourne - Inner South","Education","Glen Eira","20190720000",95.40283169776069,691803.3650100678,66,565229.6127939996,11303.551411547232,17342.0634988991,97928.13730549655,0.0,0.0,0.0,0.3090971165980296,45.91824374846606,-0.2598918156089819,-0.4993807020269558,-0.481996108017767,-1.2412686256537047
1265,144.95155,-37.74984,0,"Coburg","Melbourne - Inner","Education","Brunswick - Coburg","20468620000",64.31333076643298,761894.9200120505,49,745598.4232682947,6639.570053269177,9656.926690198103,0.0,0.0,0.0,0.0,0.06056580435253363,44.265559915420795,-0.9351736669492774,-0.538882997527841,-1.961054037491343,-3.435110701968461
1226,145.0149,-37.84819,0,"Toorak","Melbourne - Inner","Education","Stonnington - West","20543840000",121.16739545689451,610725.3500082504,74,543995.7569788861,29359.560310956265,19284.281420862135,18085.751297678857,0.0,0.0,0.0,0.23757487107945569,51.28357838827748,0.29972933600337237,-0.37113897171823956,-0.9076388305070325,-0.9790484662218997
1193,144.91031,-37.75111,0,"Essendon - Aberfeldie","Melbourne - Inner","Education","Essendon","20444670000",65.03968097909181,738011.0000144446,48,681346.5705498577,25000.630099070957,19499.96104659699,12163.838318994965,0.0,0.0,0.0,0.18094264084310913,47.276255695108894,-0.919396922336712,-0.46692162659014275,-1.244668190864259,-2.6309867397911137
1176,145.00946,-37.85246,0,"Prahran - Windsor","Melbourne - Inner","Education","Stonnington - West","20550690000",167.63356969167572,697950.8950098432,117,594377.4037548621,53370.10811306123,3650.2050218940713,43537.57837973448,0.0,3015.5997402071953,0.0,0.2864753307626397,69.75503338792525,1.3090013803270435,0.07036403033079451,-0.6166227327934658,0.7627426778643721
1164,145.03876,-37.77194,0,"Ivanhoe","Melbourne - North East","Education","Banyule","20021340000",80.44865679458796,522072.11000725464,42,394635.4466833856,64687.22435668635,10702.70930227392,48088.753813004936,0.0,0.0,3957.9758519749157,0.41453321451316394,32.16828322458626,-0.5847051002026052,-0.8280309815779928,0.14547451234450898,-1.2672615694360891
1163,145.01132,-37.87791,0,"Caulfield - North","Melbourne - Inner South","Education","Glen Eira","20182680000",83.34509627704844,479932.25500676746,40,471638.48130269884,0.0,8293.773704051222,0.0,0.0,0.0,0.0,0.04484287605748144,36.55768262321314,-0.5217927678261102,-0.7231159647737971,-2.0546242261296674,-3.299532958729575
1130,145.02553,-37.87345,3,"Caulfield - North","Melbourne - Inner South","Education","Glen Eira","20190940000",71.45732952265742,615752.0900084665,44,419311.757374265,155157.86950266713,18421.70812507905,22860.755006445106,0.0,0.0,0.0,0.42974488006919254,48.8062717161925,-0.7800019027986722,-0.43035132573921303,0.23600207749460975,-0.9743511510432755
1117,144.91496,-37.75991,0,"Essendon - Aberfeldie","Melbourne - Inner","Education","Essendon","20449830000",74.7234219272273,562072.7600096198,42,494567.52074011264,149.14618118190265,35713.13709340198,31642.955995155906,0.0,0.0,0.0,0.2322087855880778,36.756817664907025,-0.7090604962293566,-0.7183562574999149,-0.9395734435927903,-2.3669901973220617
1116,145.02127,-37.8383,10,"Toorak","Melbourne - Inner","Education","Stonnington - West","20550460000",74.30431020106495,390286.9150056973,29,365140.3870266837,3076.1376450220123,22070.390334011012,0.0,0.0,0.0,0.0,0.13511807379599122,34.50021494152129,-0.7181638441083236,-0.7722933662347615,-1.5173790563216618,-3.007836266664747
1108,145.00166,-37.75684,0,"Thornbury","Melbourne - Inner","Education","Darebin - South","20631928520",85.32907847924874,714879.3950099279,61,535417.9088873508,14708.675448798862,17573.5539474627,106159.90176389423,0.0,0.0,41019.35496229143,0.4289571949077237,67.2888160290476,-0.47869953266973625,0.011416732044293061,0.23131441068324102,-0.23596838994220218
1070,144.98112,-37.88253,3,"Elwood","Melbourne - Inner","Education","Port Phillip","20524210000",98.93534683755762,606456.660009635,60,450201.77298391785,92735.38389115769,39179.826639645966,8365.728607507888,0.0,0.0,0.0,0.37917581464404626,71.47922019718294,-0.18316355391192865,0.11157538332898174,-0.06494421586117294,-0.13653238644411986
1045,145.03116,-37.85807,0,"Malvern - Glen Iris","Melbourne - Inner South","Education","Stonnington - East","20631971980",76.86472528446143,598453.9700072163,46,408040.25560175534,19404.118658645075,31532.124976971303,102746.49524565348,0.0,25034.26219596417,11696.713327920064,0.534249102511918,57.26367570974266,-0.6625501550518569,-0.22820324088260113,0.8579269266045825,-0.03282646932987554
1041,145.02036,-37.78007,12,"Alphington - Fairfield","Melbourne - Inner","Education","Darebin - South","20144570000",77.07234416231454,506018.08500680747,39,406570.5116354232,0.0,30015.826611660887,69431.74675990298,0.0,0.0,0.0,0.3165146931793682,41.6576226637721,-0.6580405535462063,-0.6012176715305312,-0.4378526744963226,-1.69711089957306
1033,144.92879,-37.79558,75,"Kensington (Vic.)","Melbourne - Inner","Residential","Melbourne City","20631938090",153.60692582650228,624971.8200104544,96,492802.82272314146,22185.328205899907,9900.085184083277,11907.005709111923,65106.02808502419,0.0,23035.855058662164,0.4132930116368088,81.34748734925758,1.0043346036461478,0.3474457883807714,0.1380938250505995,1.4898742170775185
1021,145.03229,-37.83392,5,"Hawthorn","Melbourne - Inner East","Education","Boroondara","20071500000",65.80697131969883,577446.4200060364,38,416508.9685751833,67972.22040130748,91109.92054455815,1855.31048546915,0.0,0.0,0.0,0.4097274016765815,55.26907530842643,-0.902730934585248,-0.2758779944462005,0.11687419023905175,-1.0617347387923968
1004,145.04448,-37.77252,0,"Ivanhoe","Melbourne - North East","Education","Banyule","20016910000",83.1047421965569,360990.230004503,30,260825.53427660337,8116.33853238821,47611.602305416294,28324.489129364396,0.0,0.0,10624.91168211028,0.4569731278315137,27.179271898247094,-0.5270133967712334,-0.9472778669953775,0.3980426485384386,-1.076248615228172
1003,144.89493,-37.85019,0,"Newport","Melbourne - West","Education","Hobsons Bay","20282710000",107.64912733773683,548076.900009549,59,508007.79458126816,22372.98606140801,2436.972617079504,4970.328263649113,0.0,0.0,0.0,0.1304459238953831,45.50450530165279,0.006104773081530489,-0.509269839960846,-1.5451839244316312,-2.048348991310947
962,144.96825,-37.75863,3,"Brunswick","Melbourne - Inner","Education","Brunswick - Coburg","20631931300",74.67848153730436,615973.9600091022,46,526524.2796587886,0.0,12807.028076265939,46362.187725162235,21664.84833315806,8615.616215763148,0.0,0.3015565029673656,60.87710532001864,-0.7100366273603823,-0.14183538189909708,-0.5268717588271641,-1.3787437680866435
956,145.03218,-37.85768,0,"Malvern - Glen Iris","Melbourne - Inner South","Education","Stonnington - East","20631971980",84.60747911090512,602783.5900080206,51,432069.23602339276,34639.40001946781,37516.08407121,73852.655710482,0.0,16402.485125370637,8303.72905804962,0.5087464588459877,59.17111184195426,-0.49437308620980125,-0.18261187958462657,0.7061557594392389,0.02917079364481112
954,144.91127,-37.77384,0,"Ascot Vale","Melbourne - Inner","Education","Essendon","20449950000",79.8113095502259,726714.0500119238,58,653870.199061933,9210.445495260006,13437.897262587969,50127.08875089776,68.41944101266563,0.0,0.0,0.21044430884197007,55.985682641770815,-0.5985486491251214,-0.25874971251237705,-1.0690980560906156,-1.926396417728114
931,144.97786,-37.77634,66,"Brunswick East","Melbourne - Inner","Residential","Brunswick - Coburg","20464460000",81.01837924376895,752915.5800125619,61,681878.126287687,12502.505612707231,10965.625131043882,22019.014223269107,25550.308757363353,0.0,0.0,0.22483252624252392,77.2550097403126,-0.5723304007475428,0.24962776861989636,-0.9834709902492791,-1.3061736223769256
915,144.94298,-37.76229,0,"Brunswick West","Melbourne - Inner","Education","Brunswick - Coburg","20462840000",84.396923026611,758321.4850122001,64,673491.599769421,33272.48609739452,6872.98777102679,17186.132177941734,0.0,0.0,27498.27919628052,0.2524640459317379,62.00375574528016,-0.49894648552962817,-0.11490628806094164,-0.8190304699362183,-1.432883243526788
