,school_no, longitude, latitude, person, sa2_name_2016, sa4_name_2016, mb_category_name_2016, sa3_name_2016, mb_code_2016, Connectivity, Area, Connections, LUM_Residential, LUM_Parkland, LUM_Education, LUM_Commercial, LUM_Industrial, LUM_Hospital/Medical, LUM_Transport, LandUseMixMeasure, AverageDensity, Connectivity_ZScore, AverageDensity_ZScore, LandUseMixMeasure_ZScore, SumZScore
0,2107,144.9052,-37.86318,10,Williamstown,Melbourne - West,Industrial,Hobsons Bay,20285521000,88.7996366455,529281.445009,47,306645.084325,57625.289849,20794.2557318,10666.9998486,112374.081988,0.0,10188.2996275,0.602484271392,44.0979833691,-0.403317012092,-0.542888396576,1.26400761997,0.317802211306
1,2105,145.03148,-37.80222,159,Kew,Melbourne - Inner East,Residential,Boroondara,20074630000,62.1712731935,739891.555009,46,651184.349402,0.0,14168.6768555,66696.2372453,0.0,7842.29150561,0.0,0.232927721083,49.0336968912,-0.981700390126,-0.424915430326,-0.935294919348,-2.3419107398
2,2100,144.98926,-37.81954,7,East Melbourne,Melbourne - Inner,Parkland,Melbourne City,20668110000,182.789966438,815143.210011,149,376741.004459,332142.093282,0.0,79710.2318748,0.0,12820.5090465,13729.3713489,0.557053145063,85.9355285927,1.63820703972,0.457108724113,0.99363819636,3.0889539602
3,2079,144.95494,-37.80384,49,North Melbourne,Melbourne - Inner,Commercial,Melbourne City,20398673000,239.939852612,812703.675013,195,203782.225909,11139.4595829,3624.36115884,567082.32275,0.0,27075.3056123,0.0,0.408153731299,152.365612549,2.87953545554,2.04491442181,0.107508973317,5.03195885067
4,2077,145.02567,-37.88817,114,Caulfield - South,Melbourne - Inner South,Residential,Glen Eira,20192220000,68.3534850791,599823.110008,41,518562.945312,0.0,5000.76045432,59868.8876087,0.0,7518.53332923,7879.44081156,0.260424499614,46.3086520654,-0.847419190286,-0.490049198692,-0.771656269744,-2.10912465872
5,2072,144.9771,-37.83359,0,South Yarra - West,Melbourne - Inner,Education,Melbourne City,20400190000,186.473668473,681061.30501,127,180731.397666,401813.302215,67037.1335885,31479.4715409,0.0,0.0,0.0,0.53119585642,107.736688658,1.71821916778,0.978198027437,0.839756468317,3.53617366354
6,2047,144.98277,-37.77883,0,Fitzroy North,Melbourne - Inner,Education,Yarra,20636600000,95.2016589652,693265.230011,66,586954.887906,44598.0250873,15206.2383131,46506.0787054,0.0,0.0,0.0,0.299330789265,73.9815415527,-0.264261403128,0.171385635991,-0.540117411744,-0.63299317888
7,2036,145.00824,-37.81585,11,Richmond (Vic.),Melbourne - Inner,Education,Yarra,20643340000,127.101747784,763168.10501,97,452412.565462,8996.33102002,34550.5696945,119684.1449,147524.493934,0.0,0.0,0.570771807675,84.1453942955,0.428626883602,0.414321100382,1.0752806121,1.91822859608
8,2024,144.97227,-37.8103,21,Melbourne,Melbourne - Inner,Commercial,Melbourne City,20394030000,251.638722594,770946.530011,194,83907.1468386,124757.561466,0.0,517586.374749,0.0,44695.4469582,0.0,0.497817686898,325.605000181,3.1336416439,6.1856661771,0.64111652288,9.96042434388
9,2019,144.98349,-37.87323,0,Elwood,Melbourne - Inner,Education,Port Phillip,20528520000,86.3112479316,637228.650009,55,553971.302969,53018.9496697,6254.0485819,23984.3487885,0.0,0.0,0.0,0.255627427748,90.9632820739,-0.457366246955,0.577281620918,-0.800204572642,-0.680289198679
10,2016,144.9686,-37.81069,3,Melbourne,Melbourne - Inner,Commercial,Melbourne City,20393841000,264.771074458,766700.065012,203,88485.293087,7632.36940857,15914.0839776,654668.318538,0.0,0.0,0.0,0.262295855874,362.931373401,3.41888388368,7.07783768349,-0.760519466534,9.73620210064
11,2010,144.94273,-37.74119,0,Pascoe Vale South,Melbourne - Inner,Education,Brunswick - Coburg,20466830000,58.6829691249,766832.365012,45,731603.203115,0.0,10683.6713184,24545.4905782,0.0,0.0,0.0,0.110270144139,36.2071705978,-1.05746836191,-0.731493870654,-1.66525389373,-3.4542161263
12,1999,144.99768,-37.83762,0,South Yarra - East,Melbourne - Inner,Commercial,Stonnington - West,20549132000,186.994182619,497341.675006,93,241211.686495,55683.5893487,11332.6509967,178622.853182,0.0,0.0,10490.8949833,0.581445866283,153.065599997,1.72952503458,2.06164545679,1.13880400028,4.92997449165
13,1997,144.96716,-37.80142,5,Carlton,Melbourne - Inner,Commercial,Melbourne City,20399960000,222.717060255,826160.330013,184,255839.832337,141360.726538,84504.6606955,326667.512426,0.0,17787.5980163,0.0,0.692641477543,150.991290248,2.50544649433,2.01206549779,1.80055059901,6.31806259113
14,1981,145.04517,-37.84322,0,Hawthorn East,Melbourne - Inner East,Commercial,Boroondara,20071601000,90.9752207366,307776.115005,28,91311.7331649,53342.309364,0.0,146200.812717,0.0,0.0,15219.8581522,0.59997069955,46.5296159527,-0.356062073647,-0.484767740376,1.24904886757,0.408219053549
15,1972,145.03622,-37.73395,3,Preston - East,Melbourne - North East,Education,Darebin - North,20154500000,106.557623104,328460.780004,35,179183.078596,89121.7244694,31458.5460342,0.0,13336.6660918,0.0,0.0,0.535671387222,54.0499902981,-0.0176033270139,-0.305016451153,0.866391218121,0.543771439954
16,1952,145.03133,-37.82708,0,Hawthorn,Melbourne - Inner East,Education,Boroondara,20067490000,66.8017016178,568847.785007,38,517853.842344,18796.4084146,15259.5034649,11930.6085494,0.0,5007.42223413,0.0,0.214784906827,83.3362608839,-0.881124820072,0.394981268717,-1.04326631758,-1.52940986894
17,1941,144.9548,-37.83616,61,South Melbourne,Melbourne - Inner,Residential,Port Phillip,20532510000,149.821551293,800952.860012,120,602422.946769,65061.7703963,11566.4428371,95832.6618927,12612.3370722,0.0,13456.7010446,0.445765053272,56.530252186,0.922114090415,-0.245733461837,0.331341228095,1.00772185667
18,1924,145.03616,-37.78043,0,Yarra - North,Melbourne - Inner,Education,Yarra,20639390000,82.4058358802,400457.075006,33,347752.657224,33222.3978127,19482.0199693,0.0,0.0,0.0,0.0,0.244686467102,30.3440425897,-0.542194044163,-0.871633811824,-0.8653163465,-2.27914420249
19,1905,145.00522,-37.80366,66,Abbotsford,Melbourne - Inner,Education,Yarra,20637690000,131.743597069,242896.055003,32,65335.6870175,72260.5845592,85455.5792621,0.0,19844.2041645,0.0,0.0,0.660888867926,57.3781777943,0.529450521318,-0.225466422691,1.61158467512,1.91556877375
20,1874,144.96613,-37.73633,0,Coburg,Melbourne - Inner,Education,Brunswick - Coburg,20471878000,91.8315525135,598922.68501,55,419543.932747,31024.3117029,27383.838357,51600.8126884,68281.9990241,0.0,0.0,0.515210014651,38.4606722481,-0.337462054659,-0.677630883482,0.744621630723,-0.270471307418
21,1838,145.03604,-37.80551,0,Kew,Melbourne - Inner East,Education,Boroondara,20075320000,72.8251048102,672844.895009,49,475440.611275,46325.3876112,36550.0322535,114528.863869,0.0,0.0,0.0,0.456982516097,51.1145163818,-0.750293036438,-0.375179876097,0.398098519923,-0.727374392613
22,1819,144.97981,-37.78917,82,Fitzroy North,Melbourne - Inner,Residential,Yarra,20636410000,159.725893697,863980.140012,138,598566.119542,185045.315498,18102.2460634,36332.0148493,0.0,0.0,25934.4440597,0.464456777642,74.1881821687,1.13724210708,0.176324740805,0.442579296633,1.75614614452
23,1788,144.99873,-37.74725,0,Preston - East,Melbourne - North East,Education,Darebin - North,20153680000,104.74310088,210037.700003,22,83892.3032345,35247.3953158,12257.084499,22880.4030809,31246.3637605,0.0,24514.1501126,0.826125757567,43.1401412117,-0.0570157939198,-0.565782650872,2.59494137837,1.97214293358
24,1773,145.0105,-37.85823,68,Prahran - Windsor,Melbourne - Inner,Residential,Stonnington - West,20631988020,99.0047856158,656533.920009,65,619714.21598,8923.49568438,7079.07629058,19884.9304271,0.0,932.201626748,0.0,0.142334738321,79.1111773151,-0.181655303689,0.293993713619,-1.47443128932,-1.36209287939
25,1729,145.0012,-37.88229,85,Elsternwick,Melbourne - Inner South,Residential,Glen Eira,20190600000,86.1734195659,533807.295007,46,438692.262537,11713.6404862,17145.2180383,66256.1739458,0.0,0.0,0.0,0.315785937622,45.7497558861,-0.460359958374,-0.503407883267,-0.442189639832,-1.40595748147
26,1647,145.02695,-37.80623,68,Kew,Melbourne - Inner East,Residential,Boroondara,20075260000,81.8954106928,634956.215008,52,496830.199528,2430.2930188,0.0,107446.156086,0.0,13012.6575949,15236.9087802,0.35101839287,46.2995494562,-0.553280772969,-0.49026676841,-0.23251448124,-1.27606202262
27,1626,145.04337,-37.84227,0,Hawthorn East,Melbourne - Inner East,Commercial,Boroondara,20071592000,80.2678122166,298999.055004,24,69658.0216354,74204.7357895,1785.63325365,128820.23788,0.0,0.0,22829.0248386,0.656051968303,46.2556861141,-0.588633148508,-0.491315185941,1.58279934953,0.502851015084
28,1625,144.89796,-37.75662,3,Essendon - Aberfeldie,Melbourne - Inner,Education,Essendon,20445930000,65.6089909266,685881.605013,45,632307.229526,1341.40715893,52232.9683268,0.0,0.0,0.0,0.0,0.145573030494,32.1807722577,-0.907031182655,-0.827732469868,-1.455159586,-3.18992323852
29,1585,144.89658,-37.75635,3,Essendon - Aberfeldie,Melbourne - Inner,Education,Essendon,20445930000,64.4544606666,651622.86001,42,587267.664722,22466.401738,41888.7935508,0.0,0.0,0.0,0.0,0.198488361826,34.495112057,-0.932108244301,-0.772415334906,-1.14025021023,-2.84477378944
30,1563,144.89104,-37.7669,11,Maribyrnong,Melbourne - West,Education,Maribyrnong,20376730000,66.064107736,423830.745007,28,318825.931669,86960.2217918,14193.2564519,0.0,0.0,0.0,0.0,0.333898107846,43.4777916683,-0.897145783648,-0.557712161014,-0.334400610158,-1.78925855482
31,1561,145.00084,-37.86928,0,Caulfield - North,Melbourne - Inner South,Education,Glen Eira,20631990800,58.0063404733,603382.315009,35,552823.439318,2680.6374193,26163.4368398,17069.8015556,0.0,4644.99987607,0.0,0.194585606433,84.4354710318,-1.07216512561,0.421254487595,-1.16347626275,-1.81438690077
32,1559,145.02655,-37.82304,0,Hawthorn,Melbourne - Inner East,Education,Boroondara,20067160000,112.71627314,621028.340009,70,419109.220239,44331.9142972,9839.4182095,138174.906759,0.0,9572.88050394,0.0,0.471852925256,111.455629302,0.116166095899,1.06708780134,0.486595202223,1.66984909946
33,1534,144.88902,-37.74366,0,Niddrie - Essendon West,Melbourne - North West,Education,Keilor,20454840000,46.7204865899,321058.300006,15,285963.473811,2900.18081208,20492.8531607,0.0,0.0,0.0,0.0,0.152255222438,40.0850236227,-1.31730036664,-0.638805787771,-1.41539256875,-3.37149872316
34,1533,145.00034,-37.86812,0,Caulfield - North,Melbourne - Inner South,Education,Glen Eira,20189500000,66.3698273556,647884.76501,43,592176.544528,4540.25930283,26169.4815071,20860.7846813,0.0,4137.69499002,0.0,0.200146584049,88.6529772999,-0.890505377579,0.522060930755,-1.13038180892,-1.49882625575
35,1516,145.01619,-37.76085,60,Thornbury,Melbourne - Inner,Residential,Darebin - South,20143410000,51.2489884217,741478.050011,38,735271.151076,6206.89893555,0.0,0.0,0.0,0.0,0.0,0.0248593789097,41.880381283,-1.21893870083,-0.5958933157,-2.17354988442,-3.98838190095
36,1515,145.0082,-37.8839,0,Elsternwick,Melbourne - Inner South,Education,Glen Eira,20631983460,79.3094017202,643051.12501,51,528253.435014,23191.534172,18676.3404424,72929.8153818,0.0,0.0,0.0,0.324278158774,51.19840288,-0.609450376027,-0.373174828807,-0.391650788526,-1.37427599336
37,1513,144.9052,-37.75665,124,Essendon - Aberfeldie,Melbourne - Inner,Residential,Essendon,20450630000,65.2568848253,704906.465013,46,649572.650354,19070.9963922,27762.3024722,8500.51579504,0.0,0.0,0.0,0.181744344473,38.644411357,-0.914679129802,-0.673239168363,-1.23989709743,-2.8278153956
38,1500,145.03412,-37.76306,0,Ivanhoe,Melbourne - North East,Education,Banyule,20023290000,77.8013299683,629809.285008,49,569127.31786,47985.508889,5729.76442759,0.0,0.0,6966.69383169,0.0,0.195428479109,35.2715010354,-0.64220656233,-0.753858157645,-1.15846016437,-2.55452488434
39,1459,144.97272,-37.74742,96,Coburg,Melbourne - Inner,Residential,Brunswick - Coburg,20471940000,76.5886400607,639781.56501,49,609988.347713,13221.7504217,10004.5323463,6566.93452908,0.0,0.0,0.0,0.122132200832,42.0403775704,-0.668546884991,-0.592069099298,-1.59466049907,-2.85527648336
40,1422,144.92413,-37.74214,3,Strathmore,Melbourne - North West,Education,Keilor,20447010000,65.9176521048,561306.400009,37,486888.213815,29052.0355425,25607.5429035,19758.607748,0.0,0.0,0.0,0.275088055701,30.275223029,-0.900326884239,-0.873278730575,-0.684390610097,-2.45799622491
41,1415,145.0247,-37.8354,0,Toorak,Melbourne - Inner,Education,Stonnington - West,20631955270,23.7406690858,210609.060003,5,3512.66670968,124649.59216,69745.0315419,0.0,0.0,0.0,12701.7695915,0.469728359655,8.2690267954,-1.81643522705,-1.39926878934,0.473951501234,-2.74175251516
42,1412,144.99261,-37.7341,0,Preston - West,Melbourne - North East,Education,Darebin - North,20153840000,67.3062859766,564583.225008,38,524966.920192,0.0,19794.446639,0.0,0.0,0.0,0.0,0.0802295920578,38.1055048963,-0.870164957425,-0.686120060541,-1.84403103195,-3.40031604992
43,1368,145.0053,-37.88251,0,Elsternwick,Melbourne - Inner South,Education,Glen Eira,20190720000,95.4028316978,691803.36501,66,565229.612794,11303.5514115,17342.0634989,97928.1373055,0.0,0.0,0.0,0.309097116598,45.9182437485,-0.259891815609,-0.499380702027,-0.481996108018,-1.24126862565
44,1265,144.95155,-37.74984,0,Coburg,Melbourne - Inner,Education,Brunswick - Coburg,20468620000,64.3133307664,761894.920012,49,745598.423268,6639.57005327,9656.9266902,0.0,0.0,0.0,0.0,0.0605658043525,44.2655599154,-0.935173666949,-0.538882997528,-1.96105403749,-3.43511070197
45,1226,145.0149,-37.84819,0,Toorak,Melbourne - Inner,Education,Stonnington - West,20543840000,121.167395457,610725.350008,74,543995.756979,29359.560311,19284.2814209,18085.7512977,0.0,0.0,0.0,0.237574871079,51.2835783883,0.299729336003,-0.371138971718,-0.907638830507,-0.979048466222
46,1193,144.91031,-37.75111,0,Essendon - Aberfeldie,Melbourne - Inner,Education,Essendon,20444670000,65.0396809791,738011.000014,48,681346.57055,25000.6300991,19499.9610466,12163.838319,0.0,0.0,0.0,0.180942640843,47.2762556951,-0.919396922337,-0.46692162659,-1.24466819086,-2.63098673979
47,1176,145.00946,-37.85246,0,Prahran - Windsor,Melbourne - Inner,Education,Stonnington - West,20550690000,167.633569692,697950.89501,117,594377.403755,53370.1081131,3650.20502189,43537.5783797,0.0,3015.59974021,0.0,0.286475330763,69.7550333879,1.30900138033,0.0703640303308,-0.616622732793,0.762742677864
48,1164,145.03876,-37.77194,0,Ivanhoe,Melbourne - North East,Education,Banyule,20021340000,80.4486567946,522072.110007,42,394635.446683,64687.2243567,10702.7093023,48088.753813,0.0,0.0,3957.97585197,0.414533214513,32.1682832246,-0.584705100203,-0.828030981578,0.145474512345,-1.26726156944
49,1163,145.01132,-37.87791,0,Caulfield - North,Melbourne - Inner South,Education,Glen Eira,20182680000,83.345096277,479932.255007,40,471638.481303,0.0,8293.77370405,0.0,0.0,0.0,0.0,0.0448428760575,36.5576826232,-0.521792767826,-0.723115964774,-2.05462422613,-3.29953295873
50,1130,145.02553,-37.87345,3,Caulfield - North,Melbourne - Inner South,Education,Glen Eira,20190940000,71.4573295227,615752.090008,44,419311.757374,155157.869503,18421.7081251,22860.7550064,0.0,0.0,0.0,0.429744880069,48.8062717162,-0.780001902799,-0.430351325739,0.236002077495,-0.974351151043
51,1117,144.91496,-37.75991,0,Essendon - Aberfeldie,Melbourne - Inner,Education,Essendon,20449830000,74.7234219272,562072.76001,42,494567.52074,149.146181182,35713.1370934,31642.9559952,0.0,0.0,0.0,0.232208785588,36.7568176649,-0.709060496229,-0.7183562575,-0.939573443593,-2.36699019732
52,1116,145.02127,-37.8383,10,Toorak,Melbourne - Inner,Education,Stonnington - West,20550460000,74.3043102011,390286.915006,29,365140.387027,3076.13764502,22070.390334,0.0,0.0,0.0,0.0,0.135118073796,34.5002149415,-0.718163844108,-0.772293366235,-1.51737905632,-3.00783626666
53,1108,145.00166,-37.75684,0,Thornbury,Melbourne - Inner,Education,Darebin - South,20631928520,85.3290784792,714879.39501,61,535417.908887,14708.6754488,17573.5539475,106159.901764,0.0,0.0,41019.3549623,0.428957194908,67.288816029,-0.47869953267,0.0114167320443,0.231314410683,-0.235968389942
54,1070,144.98112,-37.88253,3,Elwood,Melbourne - Inner,Education,Port Phillip,20524210000,98.9353468376,606456.66001,60,450201.772984,92735.3838912,39179.8266396,8365.72860751,0.0,0.0,0.0,0.379175814644,71.4792201972,-0.183163553912,0.111575383329,-0.0649442158612,-0.136532386444
55,1045,145.03116,-37.85807,0,Malvern - Glen Iris,Melbourne - Inner South,Education,Stonnington - East,20631971980,76.8647252845,598453.970007,46,408040.255602,19404.1186586,31532.124977,102746.495246,0.0,25034.262196,11696.7133279,0.534249102512,57.2636757097,-0.662550155052,-0.228203240883,0.857926926605,-0.0328264693299
56,1041,145.02036,-37.78007,12,Alphington - Fairfield,Melbourne - Inner,Education,Darebin - South,20144570000,77.0723441623,506018.085007,39,406570.511635,0.0,30015.8266117,69431.7467599,0.0,0.0,0.0,0.316514693179,41.6576226638,-0.658040553546,-0.601217671531,-0.437852674496,-1.69711089957
57,1033,144.92879,-37.79558,75,Kensington (Vic.),Melbourne - Inner,Residential,Melbourne City,20631938090,153.606925827,624971.82001,96,492802.822723,22185.3282059,9900.08518408,11907.0057091,65106.028085,0.0,23035.8550587,0.413293011637,81.3474873493,1.00433460365,0.347445788381,0.138093825051,1.48987421708
58,1021,145.03229,-37.83392,5,Hawthorn,Melbourne - Inner East,Education,Boroondara,20071500000,65.8069713197,577446.420006,38,416508.968575,67972.2204013,91109.9205446,1855.31048547,0.0,0.0,0.0,0.409727401677,55.2690753084,-0.902730934585,-0.275877994446,0.116874190239,-1.06173473879
59,1004,145.04448,-37.77252,0,Ivanhoe,Melbourne - North East,Education,Banyule,20016910000,83.1047421966,360990.230005,30,260825.534277,8116.33853239,47611.6023054,28324.4891294,0.0,0.0,10624.9116821,0.456973127832,27.1792718982,-0.527013396771,-0.947277866995,0.398042648538,-1.07624861523
60,1003,144.89493,-37.85019,0,Newport,Melbourne - West,Education,Hobsons Bay,20282710000,107.649127338,548076.90001,59,508007.794581,22372.9860614,2436.97261708,4970.32826365,0.0,0.0,0.0,0.130445923895,45.5045053017,0.00610477308153,-0.509269839961,-1.54518392443,-2.04834899131
61,962,144.96825,-37.75863,3,Brunswick,Melbourne - Inner,Education,Brunswick - Coburg,20631931300,74.6784815373,615973.960009,46,526524.279659,0.0,12807.0280763,46362.1877252,21664.8483332,8615.61621576,0.0,0.301556502967,60.87710532,-0.71003662736,-0.141835381899,-0.526871758827,-1.37874376809
62,956,145.03218,-37.85768,0,Malvern - Glen Iris,Melbourne - Inner South,Education,Stonnington - East,20631971980,84.6074791109,602783.590008,51,432069.236023,34639.4000195,37516.0840712,73852.6557105,0.0,16402.4851254,8303.72905805,0.508746458846,59.171111842,-0.49437308621,-0.182611879585,0.706155759439,0.0291707936448
63,954,144.91127,-37.77384,0,Ascot Vale,Melbourne - Inner,Education,Essendon,20449950000,79.8113095502,726714.050012,58,653870.199062,9210.44549526,13437.8972626,50127.0887509,68.4194410127,0.0,0.0,0.210444308842,55.9856826418,-0.598548649125,-0.258749712512,-1.06909805609,-1.92639641773
64,931,144.97786,-37.77634,66,Brunswick East,Melbourne - Inner,Residential,Brunswick - Coburg,20464460000,81.0183792438,752915.580013,61,681878.126288,12502.5056127,10965.625131,22019.0142233,25550.3087574,0.0,0.0,0.224832526243,77.2550097403,-0.572330400748,0.24962776862,-0.983470990249,-1.30617362238
65,915,144.94298,-37.76229,0,Brunswick West,Melbourne - Inner,Education,Brunswick - Coburg,20462840000,84.3969230266,758321.485012,64,673491.599769,33272.4860974,6872.98777103,17186.1321779,0.0,0.0,27498.2791963,0.252464045932,62.0037557453,-0.49894648553,-0.114906288061,-0.819030469936,-1.43288324353
